product_id,year,month,date,units_sold,price_per_unit,sales_dollars,product_name
da2b4f58-e06e-4474-9031-705812d05ed5,2024,5,2024-05-01,398,24.49,9747.02,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2024,6,2024-06-01,301,127.21,38290.21,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2024,7,2024-07-01,357,20.99,7493.43,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2024,8,2024-08-01,234,145.21,33979.14,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2024,9,2024-09-01,382,88.07,33642.74,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2024,10,2024-10-01,154,182.75,28143.5,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2024,11,2024-11-01,485,34.17,16572.45,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2024,12,2024-12-01,125,132.6,16575.0,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2025,1,2025-01-01,297,151.66,45043.02,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2025,2,2025-02-01,179,68.9,12333.1,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2025,3,2025-03-01,318,164.6,52342.8,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2025,4,2025-04-01,418,104.15,43534.7,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2025,5,2025-05-01,71,125.0,8875.0,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2025,6,2025-06-01,380,188.64,71683.2,"1 ½"" PVC Schedule 40 Pipe"
da2b4f58-e06e-4474-9031-705812d05ed5,2025,7,2025-07-01,438,159.85,70014.3,"1 ½"" PVC Schedule 40 Pipe"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,1,2023-01-01,280,58.89,16489.2,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,2,2023-02-01,500,84.37,42185.0,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,3,2023-03-01,332,160.94,53432.08,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,4,2023-04-01,75,90.13,6759.75,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,5,2023-05-01,99,184.7,18285.3,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,6,2023-06-01,242,180.78,43748.76,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,7,2023-07-01,150,129.96,19494.0,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,8,2023-08-01,72,43.09,3102.48,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,9,2023-09-01,56,55.77,3123.12,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,10,2023-10-01,228,36.41,8301.48,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,11,2023-11-01,360,14.15,5094.0,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2023,12,2023-12-01,416,57.89,24082.24,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,1,2024-01-01,159,16.32,2594.88,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,2,2024-02-01,421,34.14,14372.94,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,3,2024-03-01,157,82.37,12932.09,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,4,2024-04-01,309,94.95,29339.55,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,5,2024-05-01,475,12.26,5823.5,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,6,2024-06-01,97,147.18,14276.46,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,7,2024-07-01,285,105.88,30175.8,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,8,2024-08-01,383,26.65,10206.95,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,9,2024-09-01,433,103.62,44867.46,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,10,2024-10-01,304,113.18,34406.72,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,11,2024-11-01,253,145.37,36778.61,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2024,12,2024-12-01,190,92.58,17590.2,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2025,1,2025-01-01,215,186.51,40099.65,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2025,2,2025-02-01,278,59.95,16666.1,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2025,3,2025-03-01,405,174.64,70729.2,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2025,4,2025-04-01,267,78.81,21042.27,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2025,5,2025-05-01,311,15.88,4938.68,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2025,6,2025-06-01,70,69.01,4830.7,"½"" PEX-A Tubing (Red)"
15bd5126-29d0-4fa0-95b2-568b30c169ca,2025,7,2025-07-01,378,162.28,61341.84,"½"" PEX-A Tubing (Red)"
27b009af-172e-4450-955b-8a77e7c6b855,2023,1,2023-01-01,83,151.33,12560.39,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,2,2023-02-01,412,147.68,60844.16,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,3,2023-03-01,163,81.81,13335.03,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,4,2023-04-01,70,17.98,1258.6,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,5,2023-05-01,484,178.37,86331.08,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,6,2023-06-01,466,41.47,19325.02,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,7,2023-07-01,188,25.65,4822.2,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,8,2023-08-01,361,67.94,24526.34,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,9,2023-09-01,107,93.38,9991.66,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,10,2023-10-01,480,146.28,70214.4,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,11,2023-11-01,374,29.39,10991.86,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2023,12,2023-12-01,348,184.66,64261.68,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,1,2024-01-01,73,195.3,14256.9,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,2,2024-02-01,320,52.16,16691.2,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,3,2024-03-01,359,41.48,14891.32,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,4,2024-04-01,322,111.61,35938.42,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,5,2024-05-01,269,186.72,50227.68,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,6,2024-06-01,81,159.83,12946.23,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,7,2024-07-01,495,67.98,33650.1,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,8,2024-08-01,384,39.51,15171.84,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,9,2024-09-01,423,22.94,9703.62,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,10,2024-10-01,212,17.6,3731.2,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,11,2024-11-01,151,85.7,12940.7,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2024,12,2024-12-01,195,55.11,10746.45,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2025,1,2025-01-01,175,123.9,21682.5,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2025,2,2025-02-01,247,164.44,40616.68,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2025,3,2025-03-01,389,22.26,8659.14,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2025,4,2025-04-01,307,188.66,57918.62,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2025,5,2025-05-01,132,143.52,18944.64,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2025,6,2025-06-01,126,65.94,8308.44,PEX Crimp Ring Tool
27b009af-172e-4450-955b-8a77e7c6b855,2025,7,2025-07-01,146,141.81,20704.26,PEX Crimp Ring Tool
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,1,2023-01-01,419,44.94,18829.86,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,2,2023-02-01,488,122.26,59662.88,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,3,2023-03-01,121,167.23,20234.83,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,4,2023-04-01,91,180.33,16410.03,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,5,2023-05-01,341,13.81,4709.21,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,6,2023-06-01,208,101.1,21028.8,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,7,2023-07-01,155,167.16,25909.8,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,8,2023-08-01,293,63.51,18608.43,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,9,2023-09-01,392,120.16,47102.72,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,10,2023-10-01,495,178.53,88372.35,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,11,2023-11-01,118,109.28,12895.04,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2023,12,2023-12-01,363,81.31,29515.53,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,1,2024-01-01,90,131.21,11808.9,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,2,2024-02-01,108,74.61,8057.88,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,3,2024-03-01,451,131.0,59081.0,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,4,2024-04-01,482,145.38,70073.16,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,5,2024-05-01,423,90.48,38273.04,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,6,2024-06-01,236,150.44,35503.84,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,7,2024-07-01,376,68.71,25834.96,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,8,2024-08-01,221,187.31,41395.51,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,9,2024-09-01,210,152.15,31951.5,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,10,2024-10-01,258,101.31,26137.98,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,11,2024-11-01,212,35.51,7528.12,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2024,12,2024-12-01,75,155.34,11650.5,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2025,1,2025-01-01,322,26.6,8565.2,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2025,2,2025-02-01,432,185.95,80330.4,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2025,3,2025-03-01,103,38.14,3928.42,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2025,4,2025-04-01,51,89.55,4567.05,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2025,5,2025-05-01,392,183.07,71763.44,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2025,6,2025-06-01,371,61.43,22790.53,"¾"" SharkBite Push-Fit Coupling"
9d4ec623-c00a-49e7-802a-2cadd2029ceb,2025,7,2025-07-01,356,108.63,38672.28,"¾"" SharkBite Push-Fit Coupling"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,1,2023-01-01,208,63.48,13203.84,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,2,2023-02-01,243,16.54,4019.22,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,3,2023-03-01,150,107.61,16141.5,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,4,2023-04-01,116,143.02,16590.32,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,5,2023-05-01,498,133.73,66597.54,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,6,2023-06-01,141,45.01,6346.41,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,7,2023-07-01,222,167.57,37200.54,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,8,2023-08-01,145,61.3,8888.5,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,9,2023-09-01,129,19.76,2549.04,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,10,2023-10-01,187,65.4,12229.8,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,11,2023-11-01,444,166.64,73988.16,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2023,12,2023-12-01,258,116.28,30000.24,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,1,2024-01-01,354,103.22,36539.88,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,2,2024-02-01,465,140.0,65100.0,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,3,2024-03-01,98,122.64,12018.72,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,4,2024-04-01,95,16.0,1520.0,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,5,2024-05-01,242,22.2,5372.4,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,6,2024-06-01,347,128.66,44645.02,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,7,2024-07-01,394,184.38,72645.72,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,8,2024-08-01,197,14.47,2850.59,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,9,2024-09-01,72,122.49,8819.28,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,10,2024-10-01,146,167.36,24434.56,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,11,2024-11-01,91,17.94,1632.54,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2024,12,2024-12-01,373,17.7,6602.1,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2025,1,2025-01-01,155,28.21,4372.55,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2025,2,2025-02-01,334,132.2,44154.8,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2025,3,2025-03-01,495,188.32,93218.4,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2025,4,2025-04-01,158,147.69,23335.02,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2025,5,2025-05-01,208,179.45,37325.6,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2025,6,2025-06-01,456,182.72,83320.32,"1"" CPVC Ball Valve"
425db26e-207e-4842-9bdb-c615a8b4a4f9,2025,7,2025-07-01,364,178.64,65024.96,"1"" CPVC Ball Valve"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,1,2023-01-01,429,39.8,17074.2,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,2,2023-02-01,461,139.28,64208.08,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,3,2023-03-01,125,130.53,16316.25,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,4,2023-04-01,391,91.78,35885.98,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,5,2023-05-01,189,172.3,32564.7,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,6,2023-06-01,220,104.31,22948.2,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,7,2023-07-01,141,115.94,16347.54,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,8,2023-08-01,77,20.1,1547.7,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,9,2023-09-01,389,185.49,72155.61,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,10,2023-10-01,309,134.74,41634.66,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,11,2023-11-01,402,164.29,66044.58,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2023,12,2023-12-01,359,180.68,64864.12,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2024,1,2024-01-01,156,69.13,10784.28,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2024,2,2024-02-01,221,70.93,15675.53,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2024,3,2024-03-01,372,149.03,55439.16,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2024,4,2024-04-01,474,140.46,66578.04,"10"" Rough-In Two-Piece Toilet"
1f2ddc39-22a3-4d3a-ae6d-d47eaca20f81,2024,5,2024-05-01,246,113.05,27810.3,"10"" Rough-In Two-Piece Toilet"
